Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeName,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,Karen Jones,677,Male,1,Research Scientist,Single,36220,1.0
32,No,Travel_Rarely,Research & Development,10,4,Other,Thomas Vasquez,678,Female,1,Sales Executive,Married,42330,1.0
45,No,Travel_Frequently,Research & Development,19,3,Medical,Anthony Lang,679,Male,3,Laboratory Technician,Single,36810,3.0
39,No,Travel_Rarely,Sales,29,1,Marketing,Mary Pena,680,Female,1,Laboratory Technician,Divorced,54600,6.0
58,No,Travel_Rarely,Research & Development,27,3,Other,Mark Silva,681,Male,2,Laboratory Technician,Divorced,21870,1.0
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,Kelli Fischer,682,Female,1,Sales Executive,Married,96020,1.0
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,Kelsey Bryant,683,Male,2,Laboratory Technician,Single,28360,0.0
30,No,Travel_Rarely,Sales,9,1,Marketing,Jenny Knight,684,Male,4,Research Director,Married,40890,0.0
36,No,Travel_Rarely,Sales,1,3,Marketing,Amy Navarro,685,Male,2,Sales Executive,Married,166270,3.0
46,No,Travel_Rarely,Sales,4,3,Medical,Linda Brennan,686,Male,1,Research Scientist,Single,26190,6.0
28,No,Non-Travel,Research & Development,1,3,Medical,Mary Myers,687,Male,5,Sales Executive,Married,56790,0.0
50,No,Travel_Rarely,Research & Development,20,2,Medical,Amanda Rodriguez,688,Female,5,Laboratory Technician,Married,154020,4.0
40,Yes,Travel_Rarely,Sales,8,1,Other,Nancy Medina,689,Male,1,Laboratory Technician,Single,59850,2.0
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,Sarah Anderson,690,Male,3,Laboratory Technician,Single,25790,9.0
30,No,Travel_Rarely,Research & Development,6,4,Medical,Carla Sexton,691,Female,1,Sales Executive,Married,30410,1.0
39,No,Travel_Rarely,Research & Development,26,1,Medical,Mrs. Karen Casey,692,Male,2,Healthcare Representative,Single,34470,0.0
31,No,Non-Travel,Research & Development,1,2,Medical,Kelli Miller,693,Male,1,Sales Executive,Divorced,195130,1.0
41,No,Non-Travel,Sales,6,3,Life Sciences,Anna Mcdonald MD,694,Female,1,Research Director,Single,27730,1.0
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,Mary Jimenez,695,Male,1,Sales Executive,Single,71040,1.0
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,Melanie West,696,Male,1,Laboratory Technician,Married,63220,4.0
42,No,Non-Travel,Research & Development,4,3,Life Sciences,Luke Scott,697,Male,2,Laboratory Technician,Married,20830,0.0
55,No,Travel_Rarely,Sales,11,3,Technical Degree,Lisa Carr,698,Male,2,Manufacturing Director,Married,83810,4.0
56,No,Travel_Rarely,Sales,3,2,Medical,Michael Joseph,699,Female,3,Manufacturing Director,Single,26910,6.0
40,No,Non-Travel,Research & Development,1,1,Life Sciences,Susan Green,700,Male,1,Laboratory Technician,Divorced,42860,9.0
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Brandi Huber,701,Male,2,Research Director,Divorced,26590,0.0
40,No,Travel_Rarely,Sales,4,3,Medical,Chelsea Miller,702,Male,2,Sales Executive,Single,94340,1.0
41,No,Travel_Frequently,Sales,1,4,Other,Michelle Chen,703,Female,2,Healthcare Representative,Divorced,55610,0.0
35,No,Travel_Frequently,Sales,1,2,Technical Degree,Cindy Wagner,704,Male,2,Manager,Single,66460,1.0
51,No,Travel_Rarely,Sales,18,2,Life Sciences,James Powell,705,Male,4,Manufacturing Director,Divorced,77250,1.0
38,No,Travel_Rarely,Sales,2,4,Life Sciences,Ryan Richardson,706,Female,1,Research Scientist,Divorced,107250,3.0
34,No,Travel_Rarely,Sales,4,3,Life Sciences,Brooke Olson,707,Male,2,Research Scientist,Single,88470,1.0
25,No,Travel_Rarely,Research & Development,6,2,Medical,Dylan Willis,708,Female,4,Research Scientist,Married,20450,3.0
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,Sarah Ward,709,Male,2,Sales Executive,Married,10090,7.0
40,No,Travel_Rarely,Research & Development,14,4,Medical,Mary Hunt,710,Female,1,Research Scientist,Married,33480,3.0
36,No,Travel_Frequently,Sales,16,2,Life Sciences,Kimberly Cox,711,Male,1,Research Scientist,Married,12810,2.0
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Curtis Ross,712,Male,2,Research Scientist,Single,28190,1.0
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Kathleen Stewart,713,Female,2,Laboratory Technician,Married,48510,8.0
51,No,Travel_Rarely,Research & Development,4,1,Medical,Lisa Diaz,714,Female,3,Manufacturing Director,Single,40280,3.0
18,No,Non-Travel,Research & Development,1,4,Medical,Jessica Deleon,715,Male,2,Sales Executive,Single,27200,1.0
35,No,Travel_Rarely,Research & Development,1,4,Other,Tina Harris,716,Female,2,Research Director,Married,81200,0.0
27,No,Travel_Frequently,Research & Development,26,4,Medical,Kaylee Strickland,717,Female,1,Research Director,Single,46470,3.0
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,Kevin Hart,718,Male,1,Human Resources,Single,46800,6.0
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Paul Mccoy,719,Male,2,Laboratory Technician,Married,32210,4.0
34,No,Non-Travel,Sales,1,2,Life Sciences,Eric Fitzpatrick,720,Male,2,Research Scientist,Divorced,86210,1.0
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Kimberly Wilson,721,Male,2,Sales Executive,Divorced,45770,5.0
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Mario Henry,722,Male,1,Research Scientist,Married,45530,4.0
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,Angela Gonzalez,723,Female,2,Manufacturing Director,Single,53960,7.0
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,Elizabeth Lee,724,Male,1,Manufacturing Director,Married,67960,0.0
38,No,Travel_Frequently,Research & Development,7,3,Medical,Leon Manning,725,Female,2,Sales Representative,Divorced,76250,1.0
34,No,Travel_Rarely,Research & Development,10,4,Other,James Black,726,Female,2,Laboratory Technician,Single,74120,1.0
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Patrick Watkins,727,Female,2,Healthcare Representative,Married,111590,1.0
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Jennifer Jackson,728,Male,2,Sales Executive,Married,49600,1.0
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,Annette Smith,729,Female,2,Healthcare Representative,Married,104750,3.0
51,No,Travel_Frequently,Research & Development,20,3,Medical,Sara Guerra,730,Male,2,Sales Executive,Married,148140,2.0
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Dr. Louis Gilbert,731,Male,4,Sales Executive,Divorced,191410,3.0
37,No,Travel_Rarely,Research & Development,2,2,Medical,Jacob Turner,732,Female,1,Healthcare Representative,Married,54050,7.0
33,No,Travel_Frequently,Research & Development,2,3,Medical,Ray Marshall,733,Female,1,Sales Executive,Married,87930,6.0
32,No,Travel_Rarely,Research & Development,1,4,Medical,Amanda Robinson,734,Male,5,Research Director,Married,191890,0.0
39,No,Non-Travel,Research & Development,29,2,Life Sciences,Kristopher Byrd,735,Male,2,Sales Executive,Married,38750,3.0
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Jennifer Trevino,736,Male,1,Sales Executive,Married,22160,2.0
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Timothy Smith,737,Male,2,Sales Executive,Married,117130,2.0
43,No,Travel_Rarely,Research & Development,2,2,Medical,Ashley Johnson,738,Male,1,Laboratory Technician,Single,78610,1.0
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Jennifer Gonzales,739,Male,1,Human Resources,Married,37080,1.0
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,Samuel Roach,740,Female,1,Research Scientist,Single,137700,1.0
26,No,Travel_Rarely,Research & Development,2,2,Other,Christopher Murphy,741,Male,3,Laboratory Technician,Single,53040,0.0
42,No,Travel_Rarely,Sales,23,3,Marketing,Elizabeth Bailey,742,Female,3,Research Scientist,Married,26420,0.0
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Isaac Lindsey DDS,743,Female,1,Healthcare Representative,Married,27590,9.0
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,Nicholas Kelly,744,Male,2,Manager,Single,68040,4.0
35,No,Travel_Frequently,Research & Development,6,4,Medical,Kevin Jones,745,Female,2,Research Director,Single,61420,2.0
25,No,Travel_Rarely,Research & Development,1,4,Medical,Richard Henderson,746,Male,2,Sales Executive,Married,25000,4.0
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Natalie Olson,747,Male,1,Research Scientist,Single,63890,0.0
29,No,Travel_Rarely,Sales,9,3,Life Sciences,Renee Gonzalez,748,Male,1,Laboratory Technician,Single,111030,1.0
49,Yes,Travel_Frequently,Sales,6,5,Medical,Sean Davis,749,Female,2,Healthcare Representative,Single,23420,3.0
29,Yes,Travel_Frequently,Sales,3,2,Marketing,Ashley Davis,750,Female,2,Laboratory Technician,Single,68110,0.0
54,No,Travel_Rarely,Sales,1,3,Medical,James Neal,751,Female,2,Manager,Single,22970,6.0
58,No,Travel_Rarely,Sales,22,3,Life Sciences,Susan Smith,752,Female,2,Laboratory Technician,Married,24500,3.0
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Jacqueline Gill,753,Female,3,Research Scientist,Divorced,50930,2.0
36,No,Travel_Rarely,Research & Development,1,3,Medical,Kyle Fitzgerald,754,Male,2,Sales Executive,Single,53090,3.0
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,Shelley Goodwin,755,Male,2,Manager,Single,30570,1.0
30,No,Travel_Rarely,Sales,3,3,Life Sciences,Michael Schmidt,756,Male,3,Sales Executive,Divorced,51210,7.0
31,No,Travel_Rarely,Research & Development,1,3,Medical,Deanna Mccarty,757,Male,1,Laboratory Technician,Single,168560,3.0
34,No,Travel_Frequently,Sales,2,1,Marketing,Colleen Haynes,758,Female,5,Manager,Divorced,26860,5.0
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,Anthony Phillips,759,Male,1,Research Scientist,Single,61800,1.0
27,No,Travel_Rarely,Human Resources,11,4,Medical,Valerie Lee,760,Male,4,Sales Executive,Married,66320,0.0
36,No,Travel_Rarely,Sales,1,3,Marketing,Maria Pham,761,Male,2,Research Scientist,Single,35050,1.0
36,No,Travel_Rarely,Research & Development,24,3,Other,John Franklin,762,Female,3,Research Director,Married,63970,4.0
47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Tristan Morrow MD,763,Female,2,Sales Executive,Married,62740,7.0
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,Samuel Young,764,Male,2,Research Scientist,Married,198590,3.0
37,No,Non-Travel,Sales,8,4,Medical,April Martin,765,Male,1,Healthcare Representative,Single,75870,0.0
56,No,Travel_Rarely,Research & Development,10,4,Other,Marc Baker,766,Male,2,Sales Representative,Married,42580,2.0
47,No,Travel_Rarely,Research & Development,3,2,Medical,Donald Miller,767,Male,2,Laboratory Technician,Married,43640,3.0
24,No,Travel_Rarely,Research & Development,5,1,Other,Paul Hernandez,768,Male,1,Manufacturing Director,Married,43350,1.0
32,No,Travel_Rarely,Sales,4,3,Marketing,Janet Wilson,769,Male,1,Research Scientist,Married,53260,4.0
34,No,Travel_Rarely,Research & Development,9,2,Medical,Andrew Olsen,770,Male,1,Sales Executive,Married,32800,5.0
41,No,Travel_Rarely,Research & Development,26,3,Medical,Kelly Gonzalez,771,Female,3,Sales Executive,Married,54850,2.0
40,No,Non-Travel,Sales,3,2,Life Sciences,Leslie Farrell,772,Male,1,Sales Executive,Divorced,43420,3.0
31,No,Travel_Rarely,Research & Development,16,3,Medical,James Blankenship,773,Male,2,Human Resources,Divorced,27820,1.0
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,Abigail Reed,774,Male,1,Manufacturing Director,Divorced,59800,4.0
39,Yes,Non-Travel,Research & Development,2,4,Medical,Brandi Little,775,Male,2,Manufacturing Director,Single,43810,2.0
31,Yes,Travel_Frequently,Sales,2,3,Medical,Michael Harrell,776,Male,2,Sales Executive,Single,25720,1.0
45,No,Travel_Rarely,Sales,10,2,Marketing,Amy Reed,777,Male,1,Sales Executive,Divorced,38330,2.0
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Andrew Garcia,778,Male,3,Human Resources,Single,42440,9.0
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,Melissa Sandoval,779,Male,1,Laboratory Technician,Married,65000,6.0
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Joel Miller,780,Female,1,Research Scientist,Married,184300,4.0
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,Tyrone Ochoa,781,Male,2,Research Scientist,Divorced,16010,4.0
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,Tara Jordan,782,Male,2,Research Scientist,Married,26940,1.0
40,No,Non-Travel,Research & Development,25,4,Other,Debbie Long,783,Female,1,Sales Executive,Divorced,31490,2.0
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,Brandy Mullen,784,Female,1,Research Scientist,Single,176390,0.0
44,No,Non-Travel,Research & Development,5,3,Life Sciences,John Martinez,785,Male,1,Laboratory Technician,Single,23190,3.0
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,Jillian Williams,786,Male,2,Manager,Single,116910,4.0
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Jacob Carpenter,787,Male,3,Laboratory Technician,Married,53240,2.0
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Ashley Baker,788,Male,3,Laboratory Technician,Divorced,167520,2.0
44,No,Travel_Rarely,Research & Development,5,1,Other,Ricky Whitehead,789,Male,3,Research Scientist,Single,52280,1.0
33,No,Travel_Frequently,Human Resources,10,3,Medical,Courtney Romero,790,Female,2,Sales Executive,Married,27000,0.0
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Jordan Perez,791,Female,1,Sales Representative,Single,192460,3.0
30,No,Travel_Rarely,Sales,1,2,Technical Degree,Kristine Moreno,792,Male,1,Laboratory Technician,Married,25060,8.0
42,No,Travel_Frequently,Research & Development,8,4,Medical,Kim Garrison,793,Female,1,Sales Executive,Single,60620,1.0
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,Dawn Manning,794,Female,5,Manufacturing Director,Married,43820,7.0
30,No,Non-Travel,Research & Development,8,3,Life Sciences,David Nguyen,795,Male,1,Manufacturing Director,Divorced,21430,1.0
57,No,Travel_Rarely,Sales,2,1,Life Sciences,Katie Hill,796,Male,3,Research Scientist,Married,61620,0.0
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,William Hickman,797,Female,2,Sales Executive,Divorced,50940,3.0
34,No,Travel_Frequently,Research & Development,2,4,Medical,Robert Atkinson,798,Female,2,Sales Representative,Divorced,68770,7.0
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,Jorge Wright,799,Male,1,Research Scientist,Married,22740,3.0
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,Makayla Contreras,800,Female,5,Research Scientist,Single,44340,
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,Heather Munoz,801,Male,1,Research Scientist,Single,62880,0.0
35,No,Travel_Rarely,Sales,7,4,Other,Lisa Gonzalez,802,Female,4,Healthcare Representative,Married,25530,1.0
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,Caleb Campbell,803,Male,2,Research Scientist,Single,76540,2.0
24,No,Non-Travel,Research & Development,10,3,Life Sciences,Paul Williams,804,Female,2,Manager,Married,51600,1.0
44,No,Travel_Frequently,Research & Development,5,2,Medical,David Galloway,805,Female,2,Research Scientist,Single,171590,5.0
29,No,Travel_Rarely,Sales,10,2,Life Sciences,Allison Dixon MD,806,Female,1,Sales Executive,Divorced,128080,1.0
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Anthony Gaines,807,Male,3,Sales Executive,Divorced,102210,0.0
55,No,Travel_Rarely,Sales,20,3,Marketing,Karen Vincent MD,808,Male,2,Research Scientist,Married,47790,0.0
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Paul Chavez,809,Male,2,Research Scientist,Married,37370,8.0
47,No,Travel_Rarely,Research & Development,8,4,Medical,Rodney Tyler,810,Female,2,Sales Representative,Married,23660,3.0
28,Yes,Travel_Frequently,Sales,1,3,Marketing,Nicholas Martinez,811,Male,2,Laboratory Technician,Single,17060,7.0
28,No,Travel_Rarely,Sales,8,4,Marketing,Aaron Pineda,812,Male,1,Laboratory Technician,Divorced,163070,1.0
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Tara Chen MD,813,Female,2,Sales Executive,Single,59330,0.0
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Benjamin Conrad,814,Female,1,Research Scientist,Married,34240,4.0
29,No,Travel_Frequently,Research & Development,8,1,Medical,Patricia Sims,815,Male,1,Research Scientist,Married,40370,0.0
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,Cheryl Conrad,816,Male,2,Laboratory Technician,Married,25590,1.0
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,Mr. Anthony Macdonald,817,Female,1,Sales Executive,Single,62010,2.0
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Melanie Travis,818,Female,3,Laboratory Technician,Single,44030,2.0
54,No,Travel_Frequently,Sales,10,3,Life Sciences,Debra Russell,819,Female,4,Research Scientist,Divorced,37610,3.0
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,Jacob Klein,820,Female,2,Research Scientist,Single,109340,6.0
44,No,Travel_Rarely,Sales,26,1,Marketing,Alexander Chavez,821,Male,1,Sales Representative,Married,107610,3.0
39,No,Travel_Rarely,Sales,6,1,Technical Degree,Teresa Williams,822,Female,2,Laboratory Technician,Single,51750,4.0
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Erin Yates,823,Male,3,Manufacturing Director,Married,138260,8.0
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Michelle Brooks,824,Male,2,Research Scientist,Single,63340,1.0
23,No,Travel_Rarely,Research & Development,2,4,Medical,Luis Copeland,825,Female,2,Manager,Single,49360,0.0
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,Evelyn Charles,826,Male,2,Research Director,Single,47750,3.0
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,Sean Ford,827,Male,2,Manufacturing Director,Married,28180,1.0
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,Donald Williams,828,Female,2,Healthcare Representative,Single,25150,1.0
50,No,Travel_Frequently,Research & Development,6,3,Medical,Mark Williams,829,Male,1,Manager,Single,23420,1.0
34,No,Travel_Rarely,Sales,25,5,Marketing,David Bell,830,Female,1,Research Scientist,Married,41940,0.0
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Nancy Stark,831,Female,1,Manufacturing Director,Married,106850,4.0
37,No,Travel_Rarely,Research & Development,2,2,Medical,Angela Mathis,832,Male,1,Research Scientist,Married,20220,1.0
29,No,Travel_Rarely,Research & Development,1,3,Medical,Vanessa Bryant,833,Female,1,Manager,Married,23140,3.0
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Luke Crawford,834,Male,1,Research Scientist,Single,42560,1.0
45,No,Travel_Rarely,Sales,3,3,Life Sciences,David Wang,835,Male,3,Laboratory Technician,Married,35800,4.0
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,Chad Good,836,Male,2,Manufacturing Director,Married,31620,2.0
40,No,Travel_Rarely,Sales,10,1,Life Sciences,Dana Parrish,837,Female,1,Manufacturing Director,Married,65240,0.0
33,No,Travel_Rarely,Research & Development,9,3,Medical,James Berry,838,Female,2,Manufacturing Director,Married,28990,1.0
40,No,Travel_Rarely,Sales,5,5,Life Sciences,Rebecca Miller,839,Male,1,Manufacturing Director,Single,52310,1.0
24,No,Travel_Rarely,Sales,10,2,Marketing,Michael Berger,840,Male,1,Manufacturing Director,Divorced,23560,0.0
40,No,Non-Travel,Research & Development,7,3,Medical,Manuel Cantrell,841,Male,1,Research Scientist,Divorced,28000,3.0
45,No,Travel_Rarely,Research & Development,4,3,Medical,Janice Keller,842,Female,3,Laboratory Technician,Divorced,118360,1.0
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,Nathan Dickerson,843,Male,1,Healthcare Representative,Married,109030,0.0
32,No,Travel_Rarely,Research & Development,22,4,Medical,Chad Kelly,844,Male,1,Sales Executive,Married,29730,3.0
36,No,Travel_Rarely,Sales,9,3,Marketing,Christy Mitchell,845,Female,4,Research Scientist,Single,142750,3.0
48,No,Travel_Rarely,Research & Development,12,4,Medical,Michelle Jenkins,846,Male,1,Laboratory Technician,Divorced,55620,8.0
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Julia White,847,Female,2,Healthcare Representative,Married,45370,6.0
33,No,Travel_Rarely,Research & Development,9,1,Medical,James Clark,848,Male,1,Healthcare Representative,Married,76420,2.0
30,Yes,Travel_Rarely,Research & Development,1,3,Other,Kathy Jones,849,Male,3,Sales Executive,Married,179240,1.0
38,No,Travel_Frequently,Sales,9,3,Marketing,Candice Fowler,850,Male,1,Manufacturing Director,Married,52040,3.0
35,No,Travel_Rarely,Sales,7,2,Life Sciences,Charlene Dominguez,851,Male,1,Sales Executive,Single,22770,1.0
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,Donna Roberts,852,Male,5,Research Director,Married,27950,3.0
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,Brandon Smith,853,Female,1,Research Scientist,Divorced,25320,1.0
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,George Myers,854,Male,2,Manager,Married,25590,0.0
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,Holly Williams,855,Female,3,Sales Executive,Married,49080,4.0
32,No,Non-Travel,Research & Development,10,4,Life Sciences,Tony Krueger,856,Female,5,Research Scientist,Married,23800,4.0
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,Stacey Fowler,857,Male,1,Sales Executive,Married,47650,8.0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Dana Miller,858,Male,2,Sales Executive,Single,20440,1.0
55,No,Travel_Rarely,Research & Development,11,1,Medical,Alex Stephens,859,Female,1,Laboratory Technician,Married,26930,1.0
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Kelsey Willis,860,Male,2,Research Scientist,Married,65860,9.0
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Jane Parker,861,Male,1,Research Director,Married,32940,1.0
38,No,Travel_Rarely,Sales,14,2,Marketing,Richard Hall,862,Female,1,Sales Executive,Married,41710,0.0
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Brenda Chen,863,Female,1,Manufacturing Director,Single,27780,2.0
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,Robert Douglas,864,Male,1,Research Scientist,Single,23770,6.0
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Emma Wolf,865,Male,1,Sales Representative,Single,24040,1.0
35,No,Travel_Rarely,Sales,12,2,Life Sciences,Allen White,866,Female,2,Sales Executive,Single,23180,3.0
39,No,Travel_Rarely,Sales,2,2,Medical,Mary Hughes,867,Female,1,Sales Executive,Married,20080,2.0
29,No,Travel_Frequently,Research & Development,5,1,Medical,Lori Schultz,868,Female,1,Research Scientist,Divorced,62440,1.0
50,No,Travel_Rarely,Research & Development,4,2,Medical,Joshua Russell,869,Female,1,Laboratory Technician,Married,27990,4.0
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Diamond Ayala,870,Female,3,Manager,Married,105520,2.0
36,No,Travel_Frequently,Sales,21,3,Life Sciences,Christopher Miller,871,Male,2,Human Resources,Married,23290,3.0
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Desiree Porter,872,Female,5,Manager,Single,40140,8.0
35,No,Travel_Rarely,Sales,4,3,Medical,Renee Bates,873,Female,2,Laboratory Technician,Married,74030,1.0
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,Kyle Johnson,874,Female,1,Manager,Married,22590,1.0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Jennifer Davies,875,Male,2,Laboratory Technician,Married,69320,1.0
43,No,Travel_Rarely,Research & Development,1,1,Other,Jenna Vaughn,876,Male,1,Manager,Divorced,46780,5.0
35,No,Travel_Rarely,Sales,6,3,Marketing,Kristy Carpenter,877,Female,3,Sales Representative,Married,135820,1.0
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,Amy Acosta,878,Male,1,Laboratory Technician,Single,23320,1.0
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,Heather Strickland,879,Female,2,Laboratory Technician,Married,24130,1.0
22,No,Non-Travel,Sales,17,2,Marketing,Melvin Moore,880,Male,3,Sales Executive,Married,97050,1.0
50,No,Travel_Frequently,Research & Development,3,3,Other,Eric Bennett,881,Male,2,Research Scientist,Married,42940,2.0
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Brendan Fox,882,Male,3,Research Scientist,Married,47210,3.0
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Brooke Johnson,883,Male,3,Manager,Divorced,25190,0.0
30,No,Travel_Rarely,Research & Development,4,3,Medical,Scott Parker,884,Female,1,Research Director,Married,21210,1.0
45,No,Travel_Rarely,Sales,29,2,Technical Degree,Cristina Garcia,885,Female,2,Research Scientist,Single,29730,1.0
45,No,Non-Travel,Sales,2,4,Life Sciences,Carol Woods,886,Male,2,Manufacturing Director,Married,58550,1.0
31,No,Travel_Frequently,Research & Development,7,3,Medical,Diane Burns,887,Male,2,Research Scientist,Single,36170,7.0
36,No,Travel_Rarely,Research & Development,18,1,Medical,Christopher Garcia,888,Male,2,Manufacturing Director,Married,67250,9.0
34,No,Travel_Frequently,Sales,28,4,Marketing,Jesse Ibarra,889,Male,5,Manufacturing Director,Divorced,103250,1.0
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Dan Valencia,890,Male,3,Healthcare Representative,Married,69490,1.0
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,Andrew Norman,891,Male,3,Research Scientist,Married,106090,2.0
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Tyler Yoder,892,Male,4,Research Scientist,Divorced,44470,1.0
35,No,Travel_Rarely,Research & Development,2,3,Medical,Alan Love,893,Female,2,Sales Executive,Married,21570,1.0
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Nicholas Murray,894,Male,3,Manufacturing Director,Divorced,46010,0.0
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Dr. Mark Taylor,895,Female,1,Laboratory Technician,Single,170990,1.0
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,Billy Baker,896,Male,1,Research Director,Single,24790,1.0
47,No,Travel_Rarely,Research & Development,25,4,Medical,Thomas Gamble,897,Male,2,Research Scientist,Married,148520,3.0
39,No,Travel_Rarely,Sales,2,4,Life Sciences,Matthew Miller,898,Male,1,Laboratory Technician,Divorced,72640,0.0
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,Lawrence Smith,899,Male,1,Laboratory Technician,Married,56660,1.0
35,No,Non-Travel,Research & Development,29,3,Medical,Robert Avila,900,Female,2,Sales Executive,Married,78230,1.0
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,Kerri Moore,901,Male,1,Laboratory Technician,Married,78800,3.0
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,Nicholas Norton,902,Female,2,Manager,Single,131940,0.0
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,Todd Cook,903,Female,2,Laboratory Technician,Divorced,50670,1.0
